episode,seed,run_name,state_mode,reward_mode,sentiment_imputation_mode,differential_sharpe_eta,differential_sharpe_warmup_steps,differential_sharpe_min_variance,episode_reward,average_loss,epsilon,validation_cumulative_return,validation_annualized_return,validation_annualized_volatility,validation_sharpe_ratio,validation_max_drawdown,validation_selector
1,42,reward_only_none_seed42,price_only,differential_sharpe,none,0.01,20,1e-06,-21.355500607030574,1.5084576805432637,0.71557,0.0,0.0,0.0,0.0,0.0,cumulative_return
2,42,reward_only_none_seed42,price_only,differential_sharpe,none,0.01,20,1e-06,-2.645238494575137,1.4221049706658764,0.4311400000000001,0.0,0.0,0.0,0.0,0.0,cumulative_return
3,42,reward_only_none_seed42,price_only,differential_sharpe,none,0.01,20,1e-06,-1.4124782639131745,1.427274264430076,0.14671,0.0,0.0,0.0,0.0,0.0,cumulative_return
4,42,reward_only_none_seed42,price_only,differential_sharpe,none,0.01,20,1e-06,-7.608813572706063,1.4081317351990408,0.050000000000000044,0.0,0.0,0.0,0.0,0.0,cumulative_return
5,42,reward_only_none_seed42,price_only,differential_sharpe,none,0.01,20,1e-06,36.42104601392827,1.6037347542299933,0.050000000000000044,0.0,0.0,0.0,0.0,0.0,cumulative_return
6,42,reward_only_none_seed42,price_only,differential_sharpe,none,0.01,20,1e-06,-6.4328251539812715,1.632119216218979,0.050000000000000044,0.20608194665294088,0.10699105982788693,0.12333471651970641,0.8674853508159797,-0.1117701483299024,cumulative_return
7,42,reward_only_none_seed42,price_only,differential_sharpe,none,0.01,20,1e-06,-14.284108163472503,1.673705244510271,0.050000000000000044,0.046530732212865855,0.03580882721887568,0.15721365789576158,0.22777173241919127,-0.18754318869107178,cumulative_return
8,42,reward_only_none_seed42,price_only,differential_sharpe,none,0.01,20,1e-06,-29.94279713699164,1.6739110061146054,0.050000000000000044,0.07040558577502476,0.04522156340018246,0.1420172739590979,0.31842297869487785,-0.1533729317726209,cumulative_return
9,42,reward_only_none_seed42,price_only,differential_sharpe,none,0.01,20,1e-06,-10.321387749605995,1.6505639467465536,0.050000000000000044,0.08048643004429423,0.04502508550302453,0.10201079833418854,0.4413756802051665,-0.08569787674428464,cumulative_return
10,42,reward_only_none_seed42,price_only,differential_sharpe,none,0.01,20,1e-06,-18.293759244257092,1.6731767005018974,0.050000000000000044,0.003555385963613933,0.007719544624300134,0.10886446149596285,0.07090968455841218,-0.11279881941741954,cumulative_return
11,42,reward_only_none_seed42,price_only,differential_sharpe,none,0.01,20,1e-06,-26.091156373086857,1.6206959089041553,0.050000000000000044,-0.007110068208729947,0.009819918655185278,0.16332075943690863,0.06012657967696229,-0.1895641092999455,cumulative_return
12,42,reward_only_none_seed42,price_only,differential_sharpe,none,0.01,20,1e-06,-10.598378098549489,1.6129949993106152,0.050000000000000044,0.011372998929729983,0.018439651648826993,0.1586397691596684,0.11623599647493042,-0.1566585492130389,cumulative_return
13,42,reward_only_none_seed42,price_only,differential_sharpe,none,0.01,20,1e-06,-18.87012037334358,1.7664024840216679,0.050000000000000044,0.16689119503764904,0.09624338755119743,0.1701442509632368,0.5656575935204112,-0.10815510037480991,cumulative_return
14,42,reward_only_none_seed42,price_only,differential_sharpe,none,0.01,20,1e-06,-24.31950328209017,1.7330293102748568,0.050000000000000044,0.19970147424871199,0.11586848172525399,0.1913448709799555,0.605547883942977,-0.14914804956996242,cumulative_return
15,42,reward_only_none_seed42,price_only,differential_sharpe,none,0.01,20,1e-06,-20.83828983726224,1.6806501170039256,0.050000000000000044,-0.1123546078212706,-0.05329923598710884,0.10044075769806053,-0.5306534638790168,-0.15665854921303923,cumulative_return
16,42,reward_only_none_seed42,price_only,differential_sharpe,none,0.01,20,1e-06,-16.362807130252143,1.6698757258748402,0.050000000000000044,-0.20776055508770563,-0.08381309521188085,0.24189392408512353,-0.3464869798977946,-0.45423824252887146,cumulative_return
17,42,reward_only_none_seed42,price_only,differential_sharpe,none,0.01,20,1e-06,-15.442257841229706,1.7279510543835346,0.050000000000000044,-0.04611943563133114,-0.01990187435849844,0.08495049392544138,-0.23427614648086384,-0.09793596181948849,cumulative_return
18,42,reward_only_none_seed42,price_only,differential_sharpe,none,0.01,20,1e-06,-15.918269529986697,1.8093579606207195,0.050000000000000044,-0.08289132041048941,-0.01491997111501886,0.23850790105264513,-0.06255545853688771,-0.33630210341005495,cumulative_return
19,42,reward_only_none_seed42,price_only,differential_sharpe,none,0.01,20,1e-06,-1.0274202012232978,1.7835116487745453,0.050000000000000044,-0.14981556282282726,-0.059856304043515496,0.19906654269254723,-0.3006849028164512,-0.28051440864342436,cumulative_return
20,42,reward_only_none_seed42,price_only,differential_sharpe,none,0.01,20,1e-06,-11.128528470596153,1.7518520956646226,0.050000000000000044,-0.1337407225292282,-0.028981948286519787,0.292072905587587,-0.09922847252200416,-0.38234162808621375,cumulative_return
21,42,reward_only_none_seed42,price_only,differential_sharpe,none,0.01,20,1e-06,-13.200394740854158,1.8230961769042846,0.050000000000000044,-0.058839111166064884,-0.026984442626200145,0.0795343771874835,-0.33928024057560285,-0.1348714500463769,cumulative_return
22,42,reward_only_none_seed42,price_only,differential_sharpe,none,0.01,20,1e-06,-5.374480019701219,1.6020675709268293,0.050000000000000044,-0.10151416105430355,-0.016628385260423095,0.27187649566687855,-0.06116154035175338,-0.3841105769557869,cumulative_return
23,42,reward_only_none_seed42,price_only,differential_sharpe,none,0.01,20,1e-06,-24.278063417108974,1.596954627879556,0.050000000000000044,0.0,0.0,0.0,0.0,0.0,cumulative_return
24,42,reward_only_none_seed42,price_only,differential_sharpe,none,0.01,20,1e-06,-3.377440699626815,1.4895696233094495,0.050000000000000044,0.044443307447201263,0.03286988326426776,0.14560511893682604,0.2257467560500334,-0.21317616121977379,cumulative_return
25,42,reward_only_none_seed42,price_only,differential_sharpe,none,0.01,20,1e-06,-19.83139509610695,1.6075957101348566,0.050000000000000044,-0.07529168582383294,-0.017471290098833858,0.20878632294756957,-0.083680242327086,-0.2338972106308852,cumulative_return
26,42,reward_only_none_seed42,price_only,differential_sharpe,none,0.01,20,1e-06,-13.001478869976145,1.7191075670297096,0.050000000000000044,-0.06602590607154102,-0.0075738857386401515,0.23146196016214998,-0.032721945901323435,-0.314322289061131,cumulative_return
27,42,reward_only_none_seed42,price_only,differential_sharpe,none,0.01,20,1e-06,-27.70483658298979,1.637820347795187,0.050000000000000044,0.0,0.0,0.0,0.0,0.0,cumulative_return
28,42,reward_only_none_seed42,price_only,differential_sharpe,none,0.01,20,1e-06,12.385952790374155,1.5951378829851897,0.050000000000000044,0.0,0.0,0.0,0.0,0.0,cumulative_return
29,42,reward_only_none_seed42,price_only,differential_sharpe,none,0.01,20,1e-06,-39.49715968880266,1.5247822144705212,0.050000000000000044,0.0,0.0,0.0,0.0,0.0,cumulative_return
30,42,reward_only_none_seed42,price_only,differential_sharpe,none,0.01,20,1e-06,18.153196072297774,1.6338785302065657,0.050000000000000044,-0.06092028408289296,-0.017970936684465255,0.16426933116700718,-0.1093992199079133,-0.21317616121977367,cumulative_return
31,42,reward_only_none_seed42,price_only,differential_sharpe,none,0.01,20,1e-06,-14.658227420255386,1.574423473659323,0.050000000000000044,0.0,0.0,0.0,0.0,0.0,cumulative_return
32,42,reward_only_none_seed42,price_only,differential_sharpe,none,0.01,20,1e-06,6.54542934993581,1.5796816544128245,0.050000000000000044,0.0,0.0,0.0,0.0,0.0,cumulative_return
33,42,reward_only_none_seed42,price_only,differential_sharpe,none,0.01,20,1e-06,-16.251043434872216,1.4989262456565837,0.050000000000000044,0.16846842094545345,0.09289202892729453,0.14614734438294713,0.6356053154403634,-0.13493868216310123,cumulative_return
34,42,reward_only_none_seed42,price_only,differential_sharpe,none,0.01,20,1e-06,31.26449960167197,1.5543142694111418,0.050000000000000044,0.028489658708091392,0.023986459370404223,0.13853070980341267,0.17314903969266549,-0.22496967206049068,cumulative_return
35,42,reward_only_none_seed42,price_only,differential_sharpe,none,0.01,20,1e-06,-21.438762993708735,1.3962553311525063,0.050000000000000044,0.0,0.0,0.0,0.0,0.0,cumulative_return
36,42,reward_only_none_seed42,price_only,differential_sharpe,none,0.01,20,1e-06,-14.574431258049929,1.3484982295122319,0.050000000000000044,0.0,0.0,0.0,0.0,0.0,cumulative_return
37,42,reward_only_none_seed42,price_only,differential_sharpe,none,0.01,20,1e-06,2.8478308481031887,1.3395642840173456,0.050000000000000044,-0.17936408611324706,-0.06558878887594777,0.25079812445230565,-0.2615202526700745,-0.3364343473222665,cumulative_return
38,42,reward_only_none_seed42,price_only,differential_sharpe,none,0.01,20,1e-06,-4.2003045747258465,1.3994084485348017,0.050000000000000044,-0.0282418008110632,-0.007693574654261015,0.11520571633348,-0.06678118846109012,-0.17257963672448684,cumulative_return
39,42,reward_only_none_seed42,price_only,differential_sharpe,none,0.01,20,1e-06,2.5507944175532336,1.4720018745145562,0.050000000000000044,0.12430691354963175,0.07503388040376624,0.1648510416877618,0.4551617001358421,-0.12324423035119125,cumulative_return
40,42,reward_only_none_seed42,price_only,differential_sharpe,none,0.01,20,1e-06,-17.19885407345941,1.4815751548878893,0.050000000000000044,0.2939577432882716,0.1624400653220459,0.20583128882015816,0.7891903425041241,-0.17774628714904483,cumulative_return
41,42,reward_only_none_seed42,price_only,differential_sharpe,none,0.01,20,1e-06,-7.855741938228606,1.532220436599785,0.050000000000000044,0.0,0.0,0.0,0.0,0.0,cumulative_return
42,42,reward_only_none_seed42,price_only,differential_sharpe,none,0.01,20,1e-06,32.71316824894257,1.3039895747212784,0.050000000000000044,-0.014194492987042118,0.02433356266252451,0.250275925424912,0.09722694110994341,-0.32311658503354623,cumulative_return
43,42,reward_only_none_seed42,price_only,differential_sharpe,none,0.01,20,1e-06,-12.253580860760561,1.3717156096984326,0.050000000000000044,0.043550432782764936,0.03372472690780537,0.15352529983788077,0.21966885551383333,-0.159191282380307,cumulative_return
44,42,reward_only_none_seed42,price_only,differential_sharpe,none,0.01,20,1e-06,1.0802554075550073,1.3407947018135367,0.050000000000000044,0.1370962190514915,0.08013005189584099,0.15903827708389706,0.503841297611456,-0.14476064511973008,cumulative_return
45,42,reward_only_none_seed42,price_only,differential_sharpe,none,0.01,20,1e-06,0.8003836640567626,1.2946961864719568,0.050000000000000044,-0.1325579231414621,-0.03835860849316519,0.25440863550094583,-0.15077557574897094,-0.3917801940166855,cumulative_return
46,42,reward_only_none_seed42,price_only,differential_sharpe,none,0.01,20,1e-06,-13.677952378238118,1.3724354902505078,0.050000000000000044,0.0,0.0,0.0,0.0,0.0,cumulative_return
47,42,reward_only_none_seed42,price_only,differential_sharpe,none,0.01,20,1e-06,21.530692291617996,1.2671983468190144,0.050000000000000044,0.1654332898635933,0.10059082678816256,0.19598735540175813,0.5132516155542767,-0.1661210731135908,cumulative_return
48,42,reward_only_none_seed42,price_only,differential_sharpe,none,0.01,20,1e-06,2.1763646515741466,1.2318312109074119,0.050000000000000044,-0.026086246853612494,0.02560946767282357,0.278070524471409,0.09209702366514835,-0.32320475502565515,cumulative_return
49,42,reward_only_none_seed42,price_only,differential_sharpe,none,0.01,20,1e-06,-2.967369874447227,1.1546213300967105,0.050000000000000044,0.04424319042369884,0.06301283057881601,0.2811405619327157,0.22413283286350064,-0.33251981568811473,cumulative_return
50,42,reward_only_none_seed42,price_only,differential_sharpe,none,0.01,20,1e-06,-0.1714181934118838,1.2137203614414733,0.050000000000000044,-0.05258031886549208,0.01241996277269597,0.28128995834342796,0.044153594553604326,-0.32491108842493444,cumulative_return
